log_height,width,added_bits,iteration,seconds
15,129,2,6,0.002012556
15,129,2,7,0.002028741
15,129,2,8,0.002000376
15,129,2,9,0.002006542
16,2,2,0,0.000547635
16,2,2,1,0.000228588
16,2,2,2,0.000212523
16,2,2,3,0.000233131
16,2,2,4,0.000208701
16,2,2,5,0.000193379
16,2,2,6,0.000193669
16,2,2,7,0.000193490
16,2,2,8,0.000221442
16,2,2,9,0.000194136
17,16,2,0,0.001501094
17,16,2,1,0.001128737
17,16,2,2,0.001202260
17,16,2,3,0.001131479
17,16,2,4,0.001098808
17,16,2,5,0.001094106
17,16,2,6,0.001094001
17,16,2,7,0.001121726
17,16,2,8,0.001106485
17,16,2,9,0.001096877
18,2,2,0,0.000541992
18,2,2,1,0.000442791
18,2,2,2,0.000467116
18,2,2,3,0.000437389
18,2,2,4,0.000454496
18,2,2,5,0.000442294
18,2,2,6,0.000446466
18,2,2,7,0.000440604
18,2,2,8,0.000437287
18,2,2,9,0.000458422
19,2,2,0,0.001940091
19,2,2,1,0.000712987
19,2,2,2,0.000678883
19,2,2,3,0.000677356
19,2,2,4,0.000672027
19,2,2,5,0.000682775
19,2,2,6,0.000677339
19,2,2,7,0.000703132
19,2,2,8,0.000665562
19,2,2,9,0.000680246
19,49,2,0,0.012681415
19,49,2,1,0.013776000
19,49,2,2,0.013824844
19,49,2,3,0.013604851
19,49,2,4,0.013744766
19,49,2,5,0.013710582
19,49,2,6,0.013651810
19,49,2,7,0.013696982
19,49,2,8,0.013699875
19,49,2,9,0.013672431
