log_height,width,added_bits,iteration,seconds
18,40,2,7,0.005564748
18,40,2,8,0.005575514
18,40,2,9,0.005577557
20,533,2,0,0.414734370
20,533,2,1,0.385518538
20,533,2,2,0.385703242
20,533,2,3,0.385319141
20,533,2,4,0.385239930
20,533,2,5,0.385609558
20,533,2,6,0.385475744
20,533,2,7,0.385486544
20,533,2,8,0.386121576
20,533,2,9,0.385191210
24,6,2,0,0.320311094
24,6,2,1,0.170311407
24,6,2,2,0.169456342
24,6,2,3,0.169451218
24,6,2,4,0.169076317
24,6,2,5,0.169077001
24,6,2,6,0.169003277
24,6,2,7,0.168891474
24,6,2,8,0.168862959
24,6,2,9,0.168905556
24,17,2,0,0.222059321
24,17,2,1,0.215322795
24,17,2,2,0.215043278
24,17,2,3,0.214928577
24,17,2,4,0.215367629
24,17,2,5,0.215501753
24,17,2,6,0.215242121
24,17,2,7,0.215212507
24,17,2,8,0.215386899
24,17,2,9,0.215512153
22,2,2,0,0.046352210
22,2,2,1,0.009939665
22,2,2,2,0.009813526
22,2,2,3,0.009720034
22,2,2,4,0.009665774
22,2,2,5,0.009499866
22,2,2,6,0.009483262
22,2,2,7,0.009507585
22,2,2,8,0.009476575
22,2,2,9,0.009476101
20,2,2,0,0.001484838
20,2,2,1,0.001428047
20,2,2,2,0.001440818
20,2,2,3,0.001401569
20,2,2,4,0.001409034
20,2,2,5,0.001401054
20,2,2,6,0.001394466
20,2,2,7,0.001388651
20,2,2,8,0.001393706
20,2,2,9,0.001408074
8,20,2,0,0.000091514
8,20,2,1,0.000040126
8,20,2,2,0.000038105
8,20,2,3,0.000037450
8,20,2,4,0.000037645
8,20,2,5,0.000037406
8,20,2,6,0.000038578
8,20,2,7,0.000039844
8,20,2,8,0.000038033
8,20,2,9,0.000039102
10,33,2,0,0.000143473
10,33,2,1,0.000063681
10,33,2,2,0.000057128
10,33,2,3,0.000066053
10,33,2,4,0.000055372
10,33,2,5,0.000055923
10,33,2,6,0.000056568
10,33,2,7,0.000056904
10,33,2,8,0.000056585
10,33,2,9,0.000057211
12,8,2,0,0.000166462
12,8,2,1,0.000058655
12,8,2,2,0.000059994
12,8,2,3,0.000057860
12,8,2,4,0.000057914
12,8,2,5,0.000059873
12,8,2,6,0.000057740
12,8,2,7,0.000057813
12,8,2,8,0.000068141
12,8,2,9,0.000058328
14,40,2,0,0.000672396
14,40,2,1,0.000424282
14,40,2,2,0.000418294
14,40,2,3,0.000433694
14,40,2,4,0.000430096
14,40,2,5,0.000435395
14,40,2,6,0.000418847
14,40,2,7,0.000420704
14,40,2,8,0.000421555
14,40,2,9,0.000421142
15,129,2,0,0.002045821
15,129,2,1,0.001847074
15,129,2,2,0.001851709
15,129,2,3,0.001821303
15,129,2,4,0.001822468
15,129,2,5,0.001820278
15,129,2,6,0.001853265
15,129,2,7,0.001829916
15,129,2,8,0.001798419
15,129,2,9,0.001812891
16,2,2,0,0.000639860
16,2,2,1,0.000199103
16,2,2,2,0.000150702
16,2,2,3,0.000146726
16,2,2,4,0.000148062
16,2,2,5,0.000146741
16,2,2,6,0.000147258
16,2,2,7,0.000159089
16,2,2,8,0.000148139
16,2,2,9,0.000148102
17,16,2,0,0.001370418
17,16,2,1,0.000963357
17,16,2,2,0.000953225
17,16,2,3,0.000943232
17,16,2,4,0.000959876
17,16,2,5,0.000957477
17,16,2,6,0.000937065
17,16,2,7,0.000943444
17,16,2,8,0.000943300
17,16,2,9,0.000953458
18,2,2,0,0.000490039
18,2,2,1,0.000493322
18,2,2,2,0.000474412
18,2,2,3,0.000488080
18,2,2,4,0.000474880
18,2,2,5,0.000489679
18,2,2,6,0.000445991
18,2,2,7,0.000443179
18,2,2,8,0.000443851
18,2,2,9,0.000443906
19,2,2,0,0.002310970
19,2,2,1,0.000787546
19,2,2,2,0.000770067
19,2,2,3,0.000756228
19,2,2,4,0.000756789
19,2,2,5,0.000760518
19,2,2,6,0.000752824
19,2,2,7,0.000738161
19,2,2,8,0.000743765
19,2,2,9,0.000758222
19,49,2,0,0.015263706
19,49,2,1,0.015140804
19,49,2,2,0.014956352
19,49,2,3,0.014884446
19,49,2,4,0.014837436
19,49,2,5,0.014815982
19,49,2,6,0.014765906
19,49,2,7,0.014794111
19,49,2,8,0.014775740
19,49,2,9,0.014752282
